article_id,title,year,is_relevant,relevance_score,relevance_labels,exclusion_reason,primary_url,pdf_urls,publisher_urls,doi,arxiv_id,identifiers,publishers,source_email_count,raw_record_count,first_seen_email_ts,last_seen_email_ts
gsa-0f629ac79fbb,YOLO-MARS: An Enhanced YOLOv8n for Small Object Detection in UAV Aerial Imagery,2025,False,2,"[""computing_context"", ""network_context"", ""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.mdpi.com/1424-8220/25/8/2534,[],"[""https://www.mdpi.com/1424-8220/25/8/2534""]",,,"{""mdpi_path"": [""1424-8220/25/8/2534""]}","[""MDPI""]",1,1,2025-04-29T14:02:22,2025-04-29T14:02:22
gsa-ced827c8fa05,Task Offloading in Dynamic Energy Splitting STAR-RIS Assisted NOMA-MEC Systems With Decomposition Based Multi-Agent DRL,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10960616/,[],"[""https://ieeexplore.ieee.org/abstract/document/10960616/""]",,,"{""ieee_document_id"": [""10960616""]}","[""IEEE Xplore""]",1,1,2025-04-29T14:02:22,2025-04-29T14:02:22
gsa-06f360aa7de6,RFAG-YOLO: A Receptive Field Attention-Guided YOLO Network for Small-Object Detection in UAV Images,2025,False,2,"[""computing_context"", ""network_context"", ""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.mdpi.com/1424-8220/25/7/2193,[],"[""https://www.mdpi.com/1424-8220/25/7/2193""]",,,"{""mdpi_path"": [""1424-8220/25/7/2193""]}","[""MDPI""]",1,1,2025-04-29T14:02:22,2025-04-29T14:02:22
gsa-da93803e509a,Preemption Aware Task Scheduling for Priority and Deadline Constrained DNN Inference Task Offloading in Homogeneous Mobile-Edge Networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://arxiv.org/pdf/2504.16792,"[""https://arxiv.org/pdf/2504.16792""]",[],,2504.16792,"{""arxiv_id"": [""2504.16792""]}","[""arXiv""]",1,1,2025-04-29T14:02:22,2025-04-29T14:02:22
gsa-e3542c6c85b5,Joint Power Allocation and Task Scheduling for Data Offloading in Non-Geostationary Orbit Satellite Networks,2025,True,6,"[""computing_context"", ""task_resource_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10966450/,[],"[""https://ieeexplore.ieee.org/abstract/document/10966450/""]",,,"{""ieee_document_id"": [""10966450""]}","[""IEEE Xplore""]",1,1,2025-04-29T14:02:22,2025-04-29T14:02:22
gsa-9844ed53c0c3,Federated Reinforcement Learning-Based Dynamic Resource Allocation and Task Scheduling in Edge for IoT Applications,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://pmc.ncbi.nlm.nih.gov/articles/PMC11991064/,[],"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC11991064/""]",,,{},"[""PubMed Central""]",1,1,2025-04-29T14:02:22,2025-04-29T14:02:22
gsa-66b07b38eb83,FR-EAHTS: federated reinforcement learning for enhanced task scheduling with hierarchical load balancing and dynamic power adjustment in multi-core systems,2025,True,6,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context""]",,https://link.springer.com/article/10.1007/s11235-025-01276-0,[],"[""https://link.springer.com/article/10.1007/s11235-025-01276-0""]",10.1007/s11235-025-01276-0,,"{""doi"": [""10.1007/s11235-025-01276-0""]}","[""Springer""]",3,3,2025-04-11T21:21:00,2025-04-29T14:02:22
gsa-e250d3503635,DRL-Driven Dual-Stage Resource Optimization Strategy for Efficient Computational Offloading in MEC-Enabled Vehicular Networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10973154/,[],"[""https://ieeexplore.ieee.org/abstract/document/10973154/""]",,,"{""ieee_document_id"": [""10973154""]}","[""IEEE Xplore""]",1,1,2025-04-29T14:02:22,2025-04-29T14:02:22
gsa-53f1327c05a5,A Blockchain-enabled Cold Start Aggregation Scheme for Federated Reinforcement Learning-based Task Offloading in Zero Trust LEO Satellite Networks,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10963879/,[],"[""https://ieeexplore.ieee.org/abstract/document/10963879/""]",,,"{""ieee_document_id"": [""10963879""]}","[""IEEE Xplore""]",2,2,2025-04-17T07:10:07,2025-04-29T14:02:22
gsa-9bccfb70f041,Stackelberg Game-Based Multi-Agent Algorithm for Resource Allocation and Task Offloading in MEC-Enabled C-ITS,2025,True,8,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/10945872/,[],"[""https://ieeexplore.ieee.org/abstract/document/10945872/""]",,,"{""ieee_document_id"": [""10945872""]}","[""IEEE Xplore""]",1,1,2025-04-28T15:40:07,2025-04-28T15:40:07
gsa-06ddd460abab,Self-Attention Policy Optimization for Task Offloading and Resource Allocation in Low-Carbon Agricultural Consumer Electronic Devices,2025,False,2,"[""task_resource_context""]",missing clear distributed/edge/cloud computing context,https://ieeexplore.ieee.org/abstract/document/10975106/,[],"[""https://ieeexplore.ieee.org/abstract/document/10975106/""]",,,"{""ieee_document_id"": [""10975106""]}","[""IEEE Xplore""]",1,1,2025-04-28T15:40:07,2025-04-28T15:40:07
gsa-ce04f892e272,Priority-Aware Task Scheduling in Computing Power Network-enabled Edge Computing Systems,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10948378/,[],"[""https://ieeexplore.ieee.org/abstract/document/10948378/""]",,,"{""ieee_document_id"": [""10948378""]}","[""IEEE Xplore""]",1,1,2025-04-28T15:40:07,2025-04-28T15:40:07
gsa-1ba9c7043da4,Precision-Adaptive Task Offloading and Resource Allocation for Efficient Positioning and Sensing in Near-Field IoV Systems,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10960313/,[],"[""https://ieeexplore.ieee.org/abstract/document/10960313/""]",,,"{""ieee_document_id"": [""10960313""]}","[""IEEE Xplore""]",2,2,2025-04-18T12:40:13,2025-04-28T15:40:07
gsa-e68013c3c676,Optimizing Resource Allocation and Task Offloading in Multi-UAV MEC Networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/iel8/6287639/6514899/10967484.pdf,"[""https://ieeexplore.ieee.org/iel8/6287639/6514899/10967484.pdf""]",[],,,"{""ieee_document_id"": [""10967484""]}","[""IEEE Xplore""]",1,1,2025-04-28T15:40:07,2025-04-28T15:40:07
gsa-f7dd28537443,Joint Positioning and Computation Offloading in Multi-UAV MEC for Low Latency Applications: a Proximal Policy Optimization Approach,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10971880/,[],"[""https://ieeexplore.ieee.org/abstract/document/10971880/""]",,,"{""ieee_document_id"": [""10971880""]}","[""IEEE Xplore""]",1,1,2025-04-28T15:40:07,2025-04-28T15:40:07
gsa-b032441e221c,EcoTaskSched: a hybrid machine learning approach for energy-efficient task scheduling in IoT-based fog-cloud environments,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://www.nature.com/articles/s41598-025-96974-9,[],"[""https://www.nature.com/articles/s41598-025-96974-9""]",10.1038/s41598-025-96974-9,,"{""doi"": [""10.1038/s41598-025-96974-9""]}","[""Nature""]",1,1,2025-04-28T15:40:07,2025-04-28T15:40:07
gsa-27cbaab30e3b,Computation Offloading and Resource Allocation in Mixed Cloud/Vehicular-fog Computing Systems,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10945654/,[],"[""https://ieeexplore.ieee.org/abstract/document/10945654/""]",,,"{""ieee_document_id"": [""10945654""]}","[""IEEE Xplore""]",2,2,2025-04-03T15:47:25,2025-04-28T15:40:07
gsa-ac2c4ed69a8c,A Region Division-Based Adaptive Task Offloading in Collaborative LEO Heterogeneous Constellation,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10963870/,[],"[""https://ieeexplore.ieee.org/abstract/document/10963870/""]",,,"{""ieee_document_id"": [""10963870""]}","[""IEEE Xplore""]",1,1,2025-04-28T15:40:07,2025-04-28T15:40:07
gsa-509189fcc6b6,Structure and properties of welding joints of 1370 aluminum alloy obtained by electron-beam welding,2025,False,0,[],missing clear distributed/edge/cloud computing context,https://link.springer.com/article/10.1007/s11182-025-03424-0,[],"[""https://link.springer.com/article/10.1007/s11182-025-03424-0""]",10.1007/s11182-025-03424-0,,"{""doi"": [""10.1007/s11182-025-03424-0""]}","[""Springer""]",2,2,2025-04-11T21:21:00,2025-04-26T04:12:14
gsa-4003425b974e,Star-YOLO: A lightweight and efficient model for weed detection in cotton fields using advanced YOLOv8 improvements,2025,False,-2,"[""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.sciencedirect.com/science/article/pii/S0168169925004120,[],"[""https://www.sciencedirect.com/science/article/pii/S0168169925004120""]",,,"{""sciencedirect_pii"": [""S0168169925004120""]}","[""ScienceDirect""]",1,1,2025-04-26T04:12:14,2025-04-26T04:12:14
gsa-2888fc7700fb,Reinforcement Learning-Driven Task Offloading and Resource Allocation in Wireless IoT Networks,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/iel8/6287639/6514899/10971941.pdf,"[""https://ieeexplore.ieee.org/iel8/6287639/6514899/10971941.pdf""]",[],,,"{""ieee_document_id"": [""10971941""]}","[""IEEE Xplore""]",1,1,2025-04-26T04:12:14,2025-04-26T04:12:14
gsa-9a0809e51529,Novel Optimization Framework for Energy-Efficiency-based Resource Allocation and Multi-Hop Offloading in Blockchain-Enhanced IoT,2025,True,6,"[""computing_context"", ""task_resource_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10970038/,[],"[""https://ieeexplore.ieee.org/abstract/document/10970038/""]",,,"{""ieee_document_id"": [""10970038""]}","[""IEEE Xplore""]",1,1,2025-04-26T04:12:14,2025-04-26T04:12:14
gsa-f6b2446fdca1,Повышение эффективности перехода от открытых на подземные горные работы при освоении железорудных месторождений,2025,False,0,[],missing clear distributed/edge/cloud computing context,https://cyberleninka.ru/article/n/povyshenie-effektivnosti-perehoda-ot-otkrytyh-na-podzemnye-gornye-raboty-pri-osvoenii-zhelezorudnyh-mestorozhdeniy,[],"[""https://cyberleninka.ru/article/n/povyshenie-effektivnosti-perehoda-ot-otkrytyh-na-podzemnye-gornye-raboty-pri-osvoenii-zhelezorudnyh-mestorozhdeniy""]",,,{},"[""CyberLeninka""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-3004a926f52d,YOLO-SMUG: An Efficient and Lightweight Infrared Object Detection Model for Unmanned Aerial Vehicles,2025,False,-2,"[""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.mdpi.com/2504-446X/9/4/245,[],"[""https://www.mdpi.com/2504-446X/9/4/245""]",,,"{""mdpi_path"": [""2504-446X/9/4/245""]}","[""MDPI""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-5c27e9dbabda,RLRD-YOLO: An Improved YOLOv8 Algorithm for Small Object Detection from an Unmanned Aerial Vehicle (UAV) Perspective,2025,False,2,"[""computing_context"", ""network_context"", ""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.mdpi.com/2504-446X/9/4/293,[],"[""https://www.mdpi.com/2504-446X/9/4/293""]",,,"{""mdpi_path"": [""2504-446X/9/4/293""]}","[""MDPI""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-92ca809d8a20,Lightweight SL-YOLO algorithm for automotive fuel tank cover detection,2025,False,-2,"[""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://link.springer.com/article/10.1007/s11760-025-04022-w,[],"[""https://link.springer.com/article/10.1007/s11760-025-04022-w""]",10.1007/s11760-025-04022-w,,"{""doi"": [""10.1007/s11760-025-04022-w""]}","[""Springer""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-9ca8bea38fc2,Finite element simulation of natural gas pipelines in service welding repair,2025,False,0,[],missing clear distributed/edge/cloud computing context,https://www.degruyterbrill.com/document/doi/10.1515/mt-2025-0026/html,[],"[""https://www.degruyterbrill.com/document/doi/10.1515/mt-2025-0026/html""]",10.1515/mt-2025-0026,,"{""doi"": [""10.1515/mt-2025-0026""]}","[""www.degruyterbrill.com""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-b9caa4e7f060,Energy-Efficient and Latency-Aware Task Offloading for Industrial Cloud-Edge Systems With Heterogeneous CPUs and GPUs,2025,True,6,"[""computing_context"", ""task_resource_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10960708/,[],"[""https://ieeexplore.ieee.org/abstract/document/10960708/""]",,,"{""ieee_document_id"": [""10960708""]}","[""IEEE Xplore""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-a9afb82cbba6,Energy-Efficient Joint Computation Offloading and Resource Allocation Optimization in UAV/HAP-Assisted AIoT Networks,2025,True,6,"[""computing_context"", ""task_resource_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10937970/,[],"[""https://ieeexplore.ieee.org/abstract/document/10937970/""]",,,"{""ieee_document_id"": [""10937970""]}","[""IEEE Xplore""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-a5e270604e02,Cost and Makespan-Aware Task Scheduling With Deep Reinforcement Learning in Multicloud Environments,2025,True,8,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context""]",,https://www.researchgate.net/profile/Jun-Jiang-73/publication/390598946_Cost_and_Makespan-Aware_Task_Scheduling_With_Deep_Reinforcement_Learning_in_Multicloud_Environments/links/67f5c7f249e91c0feaea14ff/Cost-and-Makespan-Aware-Task-Scheduling-With-Deep-Reinforcement-Learning-in-Multicloud-Environments.pdf,"[""https://www.researchgate.net/profile/Jun-Jiang-73/publication/390598946_Cost_and_Makespan-Aware_Task_Scheduling_With_Deep_Reinforcement_Learning_in_Multicloud_Environments/links/67f5c7f249e91c0feaea14ff/Cost-and-Makespan-Aware-Task-Scheduling-With-Deep-Reinforcement-Learning-in-Multicloud-Environments.pdf""]",[],,,{},"[""ResearchGate""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-3dda5497300b,Cooperative DNN Partitioning in Energy-Harvesting and MEC-Enabled UAV Networks,2025,True,6,"[""computing_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10949590/,[],"[""https://ieeexplore.ieee.org/abstract/document/10949590/""]",,,"{""ieee_document_id"": [""10949590""]}","[""IEEE Xplore""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-e9900e3d5a40,Algorithmic Identification of Conflicting Traffic Lights: A Large-Scale Approach with a Network Conflict Matrix,2025,False,4,"[""computing_context"", ""network_context""]",missing clear distributed/edge/cloud computing context,https://www.mdpi.com/2079-8954/13/4/290,[],"[""https://www.mdpi.com/2079-8954/13/4/290""]",,,"{""mdpi_path"": [""2079-8954/13/4/290""]}","[""MDPI""]",1,1,2025-04-20T21:11:43,2025-04-20T21:11:43
gsa-c47f7edfaf9c,Fuzzy inference rule based task offloading model (FI-RBTOM) for edge computing,2025,True,8,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context""]",,https://peerj.com/articles/cs-2657/,[],"[""https://peerj.com/articles/cs-2657/""]",,,{},"[""peerj.com""]",1,1,2025-04-19T21:56:03,2025-04-19T21:56:03
gsa-a252eff8e255,Fault-tolerant Mobile Service Offloading in Mobile Edge Computing,2025,True,7,"[""computing_context"", ""task_resource_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/10955258/,[],"[""https://ieeexplore.ieee.org/abstract/document/10955258/""]",,,"{""ieee_document_id"": [""10955258""]}","[""IEEE Xplore""]",1,1,2025-04-19T21:56:03,2025-04-19T21:56:03
gsa-8cf9b00747e2,"Dual-Agent DRL-Based Service Placement, Task Scheduling, and Resource Allocation for Multi-Sensor and Multi-User Edge Computing Networks",2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10964200/,[],"[""https://ieeexplore.ieee.org/abstract/document/10964200/""]",,,"{""ieee_document_id"": [""10964200""]}","[""IEEE Xplore""]",1,1,2025-04-19T21:56:03,2025-04-19T21:56:03
gsa-7f49a7afde67,Deep Reinforcement Learning and Nash Equilibrium Game based task offloading optimization strategy for the IoV,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10964011/,[],"[""https://ieeexplore.ieee.org/abstract/document/10964011/""]",,,"{""ieee_document_id"": [""10964011""]}","[""IEEE Xplore""]",1,1,2025-04-19T21:56:03,2025-04-19T21:56:03
gsa-a10dd5b242b6,Исследование режима горных работ при открытой разработке двухпластовых мульдообразных угольных месторождений в Красноярском крае,2025,False,-3,"[""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://cyberleninka.ru/article/n/issledovanie-rezhima-gornyh-rabot-pri-otkrytoy-razrabotke-dvuhplastovyh-muldoobraznyh-ugolnyh-mestorozhdeniy-v-krasnoyarskom-krae,[],"[""https://cyberleninka.ru/article/n/issledovanie-rezhima-gornyh-rabot-pri-otkrytoy-razrabotke-dvuhplastovyh-muldoobraznyh-ugolnyh-mestorozhdeniy-v-krasnoyarskom-krae""]",,,{},"[""CyberLeninka""]",1,1,2025-04-18T12:40:13,2025-04-18T12:40:13
gsa-fac931a6cde8,Dynamic Service Caching Aided Computation Offloading Optimization Algorithm for Mobile Edge Networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10945749/,[],"[""https://ieeexplore.ieee.org/abstract/document/10945749/""]",,,"{""ieee_document_id"": [""10945749""]}","[""IEEE Xplore""]",1,1,2025-04-18T12:40:13,2025-04-18T12:40:13
gsa-743a34d0f6f1,Personalized Federated Learning with State-Adaptive IoT Device Scheduling in Mobile Edge Computing,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10963894/,[],"[""https://ieeexplore.ieee.org/abstract/document/10963894/""]",,,"{""ieee_document_id"": [""10963894""]}","[""IEEE Xplore""]",1,1,2025-04-17T07:10:07,2025-04-17T07:10:07
gsa-90f02a575d40,A Modified Jellyfish Search Algorithm for Task Scheduling in Fog-Cloud Systems,2025,True,7,"[""computing_context"", ""task_resource_context"", ""strong_computing_context""]",,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.70054,[],"[""https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.70054""]",10.1002/cpe.70054,,"{""doi"": [""10.1002/cpe.70054""]}","[""Wiley""]",1,1,2025-04-17T07:10:07,2025-04-17T07:10:07
gsa-6082753c1ca3,Exploring Communication-efficient Federated Learning via Stateless In-network Aggregation,2025,True,5,"[""computing_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10930669/,[],"[""https://ieeexplore.ieee.org/abstract/document/10930669/""]",,,"{""ieee_document_id"": [""10930669""]}","[""IEEE Xplore""]",2,2,2025-03-31T08:19:26,2025-04-16T06:07:17
gsa-08f2166c2ecc,Computation Offloading in Mobile Edge Computing-enabled Blockchain Based on Contract and Matching Theory,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://link.springer.com/article/10.1007/s11036-025-02444-x,[],"[""https://link.springer.com/article/10.1007/s11036-025-02444-x""]",10.1007/s11036-025-02444-x,,"{""doi"": [""10.1007/s11036-025-02444-x""]}","[""Springer""]",4,4,2025-03-28T00:26:37,2025-04-16T06:07:17
